"uri","answer date","answering body","date tabled","question text","tabling member > label","tabling member printed","title","uin"
"http://data.parliament.uk/resources/12859","2013-09-05","Foreign and Commonwealth Office","2013-09-03","To ask the Secretary of State for Foreign and Commonwealth Affairs, what reports he has received on the massacre of 52 unarmed civilians at camp Ashraf in Iraq on 1 September 2013; what discussions he has had with his international counterparts on dealing with the ongoing terror situation against the citizens of that country; and if he will make a statement.","Biography information for Ian Paisley","Ian Paisley","House of Commons Tabled Parliamentary Question 2013/14 167911","167911"
"http://data.parliament.uk/resources/12860","2013-09-06","Ministry of Defence","2013-09-03","To ask the Secretary of State for Defence, what (a) current and (b) former units within the Territorial Army have had expertise in signals and cyber/electronic warfare; and from which locations such units were recruited.","Biography information for Chi Onwurah","Chi Onwurah","House of Commons Tabled Parliamentary Question 2013/14 167918","167918"
"http://data.parliament.uk/resources/12861","2013-09-06","Attorney General","2013-09-03","To ask the Attorney General, how many Serious Fraud Office (SFO) decisions to investigate were signed off by (a) Richard Alderman, (b) Phillippa Williamson and (c) other senior members of SFO staff during Mr Alderman's tenure as Director of the SFO; and what records were kept of such decisions.","Biography information for Emily Thornberry","Emily Thornberry","House of Commons Tabled Parliamentary Question 2013/14 167919","167919"
"http://data.parliament.uk/resources/12862","2013-09-05","HM Treasury","2013-09-03","To ask Mr Chancellor of the Exchequer, how many new loans have been made to small businesses in the North East of England through the Funding for Lending Scheme; and which participating bank or building society has provided each such loan.","Biography information for Mr Kevan Jones","Mr Kevan Jones","House of Commons Tabled Parliamentary Question 2013/14 167913","167913"
"http://data.parliament.uk/resources/12863","2013-09-06","Ministry of Defence","2013-09-03","To ask the Secretary of State for Defence, pursuant to the oral Answer of 2 September 2013, Official Report, column 19, on what date it was considered that the sodium fluoride and potassium fluoride could be precursors in some other application; what these applications were considered to be; for what reason that consideration was not given before those export licences were issued; and if he will make a statement.","Biography information for Caroline Lucas","Caroline Lucas","House of Commons Tabled Parliamentary Question 2013/14 167924","167924"
"http://data.parliament.uk/resources/12864","2013-09-05","Ministry of Defence","2013-09-03","To ask the Secretary of State for Defence, what caseload has been held by the Directorate of Manning for (a) the Army, (b) the Royal Navy and (c) the Royal Air Force regarding the commemoration of British service personnel who died during the First and Second World Wars in each year since 2010.","Biography information for Mr Kevan Jones","Mr Kevan Jones","House of Commons Tabled Parliamentary Question 2013/14 167914","167914"
"http://data.parliament.uk/resources/12865","2013-09-06","Foreign and Commonwealth Office","2013-09-03","To ask the Secretary of State for Foreign and Commonwealth Affairs, pursuant to the oral Answer of 2 September 2013, Official Report, column 19, what discussions he has had with the Secretary of State for Defence and the Secretary of State for Business, Innovation and Skills on the reasons for consideration that sodium fluoride and potassium fluoride could be precursors in some other application not being given before the licences were issued; and if he will make a statement.","Biography information for Caroline Lucas","Caroline Lucas","House of Commons Tabled Parliamentary Question 2013/14 167925","167925"
"http://data.parliament.uk/resources/12866","2013-09-06","Department for Culture Media and Sport","2013-09-03","To ask the Secretary of State for Culture, Media and Sport, what steps is she taking to tackle problem gambling; and if she will make a statement.","Biography information for Iain McKenzie","Iain McKenzie","House of Commons Tabled Parliamentary Question 2013/14 167926","167926"
"http://data.parliament.uk/resources/12867","2013-09-06","Department for Culture Media and Sport","2013-09-03","To ask the Secretary of State for Culture, Media and Sport, what steps is she taking to improve the quality of broadband provision in rural areas; and if she will make a statement.","Biography information for Iain McKenzie","Iain McKenzie","House of Commons Tabled Parliamentary Question 2013/14 167927","167927"
"http://data.parliament.uk/resources/12868","2013-09-05","Ministry of Defence","2013-09-03","To ask the Secretary of State for Defence, what compensation agreements his Department has agreed with the German government over the withdrawal of UK bases from Germany.","Biography information for Mr Kevan Jones","Mr Kevan Jones","House of Commons Tabled Parliamentary Question 2013/14 167915","167915"
"http://data.parliament.uk/resources/12869","2013-09-05","Ministry of Defence","2013-09-03","To ask the Secretary of State for Defence, how much his Department has invested in RAF Akrotiri, Cyprus in each year since 2010.","Biography information for Mr Kevan Jones","Mr Kevan Jones","House of Commons Tabled Parliamentary Question 2013/14 167916","167916"
"http://data.parliament.uk/resources/12870","2013-09-05","Ministry of Defence","2013-09-03","To ask the Secretary of State for Defence, how much his Department has spent on medical services at RAF Akrotiri, Cyprus in each year since 2010.","Biography information for Mr Kevan Jones","Mr Kevan Jones","House of Commons Tabled Parliamentary Question 2013/14 167917","167917"
"http://data.parliament.uk/resources/12871","2013-09-05","Ministry of Defence","2013-09-03","To ask the Secretary of State for Defence, what plans his Department has for the future of the Armed Forces Parliamentary Scheme.","Biography information for Sir Alan Meale","Sir Alan Meale","House of Commons Tabled Parliamentary Question 2013/14 167928","167928"
"http://data.parliament.uk/resources/12872","2013-09-05","Ministry of Defence","2013-09-03","To ask the Secretary of State for Defence, who took the decision to reorganise the Armed Forces Parliamentary Scheme; and for what reasons that decision was taken.","Biography information for Sir Alan Meale","Sir Alan Meale","House of Commons Tabled Parliamentary Question 2013/14 167929","167929"
"http://data.parliament.uk/resources/12873","2013-09-05","Ministry of Defence","2013-09-03","To ask the Secretary of State for Defence, when his Department took the decision to reorganise the Armed Forces Parliamentary Scheme; whether all the Scheme's stakeholders were consulted before that decision; and what recommendations on the future of the Scheme were received from stakeholders.","Biography information for Sir Alan Meale","Sir Alan Meale","House of Commons Tabled Parliamentary Question 2013/14 167930","167930"
"http://data.parliament.uk/resources/12874","2013-09-05","Ministry of Defence","2013-09-03","To ask the Secretary of State for Defence, what consultation has taken place with the Service Chiefs on the future of the Armed Forces Parliamentary Scheme.","Biography information for Sir Alan Meale","Sir Alan Meale","House of Commons Tabled Parliamentary Question 2013/14 167931","167931"
